,text,class
1577,"This sleeping bag was a gift for my daughters for their birthday and they loved it, it was shipped out quick and came to the door quick, if i need to use this company again i def will",X_train
1578,My friend is a big coffee drinker and he loved this coffee. Very flavorfull and smells great when perking.,X_train
1579,This is perfect for my kindergartener this year and it's getting harder to find strawberry shortcake.  The water bottle top was a little broken but we didn't want that any way.,X_train
1580,"If you eliminate putting in the egg, one gets a light tastefully good waffle.  I use a Belgian waffle maker and family is always commenting on my delicous waffles.  Have never used this mix for pancakes but for waffle it is the best - leave out the egg.",X_train
1581,I enjoyed these golden raisons.  They come in 12 resonably sized boxes and thus they have not spoiled.  They cost less than they would at my local grocery store.  They taste good.  What's more to say.,X_train
1582,this is a great product but when my shipment arrived I had to throw it all away as none were sealed at all. Amazon was great at making restitution.,X_train
1583,Absolutely loved these! We just got back from a trip to San Francisco and hadn't picked up enough souvenirs so these were the perfect gift to remember our trip,X_train
1584,"Wow these are good, I would restock my cabinets with these anytime. The flavor and texture are right on par the texture isn't rubbery like some other bites and just wow these are good.",X_train
1585,"I'm not a real fan of the taste, however I hear the health benefits are great. I received 2 bags courtesy of Influenster for testing  but I first tried them last year when my husband came home with bags of them. Majority of those bags are still in the pantry so I'll add these to the stash.",X_train
1586,"I purchased the bugaboo bee for my son (now 2 months) in the hope that I could get away with only one stroller. Unfortunately it has been a disaster. Nothing about the bugaboo bee works as it should.   Regardless of the cost (and this thing was expensive, particularly as I bought all the bells and whistles), these things should work...  - front wheels constantly jammed (not sure when I will get replacements) and given this is a known issues, why the company doesn't automatically send out a fix when you register your product is beyond me.  - because of the issue with the front wheels it is very difficult to steer one handed  - sun canopy is small and does not cover baby well. I also bought the parasol, which is one of the most annoying and inconvenient attachments of all time.  - I find it difficult to fold the bugaboo bee up and the instructions are confusing. If you are using the car seat attachment, this needs to be removed before folding, which is annoying for plane travel.   I'm in the market for a new stroller. I have been absolutely horrified that they can charge so much for the stroller and all the accessories and then nothing about it works well. DO NOT BUY!!",X_train
1587,Best chocolate I've ever had I remembered this when I was a little kid in Carl Emer stores.<br />It's addicting and I love it Yum.,X_train
1588,"I bought this to use in my graco travel crib lite and just like other reviewers said, it is a perfect fit!  It also advertises that it is free of chemicals and allergens which I know is not the case for the pad that comes with the travel crib, so it seems to be a healthier option for the babe.  I purchased Carter's bassinet fitted sheets to use with this pad and the sheet seems to be a bit stronger than the pad at first creating folds in the pad, but the sheet stretched out after a while to be a perfect fit.",X_train
1589,"I have looked all over the internet for a nice neutral nursery bedding set and was absolutely shocked to find that most cost anywhere from $120 to over $400 just for a 3 piece set. I was very skeptical when I found this because it seemed a little too good to be true so I figured I would order it and probably end up sending it back,  however when I received it &quot;ahead of schedule&quot;  I was very pleased with how it looked and felt.  It's a very pretty set for either a boy or a girl. The mobil that you can order with it is also very cute, I felt it looked better in person!  Hope this is helpful!",X_train
1590,I gave one of the 3 sample kups to a friend to try.  Both of the remaining ones had grounds in the coffee - very fine ones that couldn't be pulled out.  I ended up not drinking either cup of coffee.,X_train
1591,"I haven't used this much yet, but I am still confused about how to use the straps and secure the baby to the cart safely.",X_train
1592,Was the perfect size for my odd size crib! I was also extremely happy with the price!! It beat Target by far! And it is great quality!!!,X_train
1593,This is perfect for my short little grandson! He can reach the bathroom sink now to wash his hands with grandma.,X_train
1594,"Ojai Tuscan extra virgin olive oil mixes Frantoia olives with others. As a fan of Frantoia olives I love the clean, fruity, but not overly fruity, olive oil that's crisp and fresh, never old and rancid.",X_train
1595,"I've been trying different varieties of coffee from Barrie House and it always is fresh, tastes and smells great. And the price is right.",X_train
1596,"Best flavor in the world and love that I can get plastic, not glass, bottles.<br />Not too sugary and just enough flavor.",X_train
1597,It's a hit with the baby. She is already eating things that I would never try. Easy to clean too.,X_train
1598,"If you want to try a sleep sack for your baby, try this. Breathable and not too heavy, not too light. We keep our house between 70-73 degrees and this is perfect. I would recommend one size bigger even though it seems generous.",X_train
1599,"I love my coffee dark, strong and rich with no bitter aftertaste.  This one fills the bill and is fast becoming one of my 5 top favorites.  I have tried many coffees as I am writing a cookbook which has a chapter on coffee and over the last few years I have tried many, many brands.  So being in my top 5 is a compliment.  I probably would have given it 5 stars if it were organic as coffee is one of the most sprayed crops on this planet and I prefer my coffee without pesticides. But this one is still really, really good.",X_train
1600,These work great. They stay frozen all day. They lay flat. I can slip them into the sides of my lunch.,X_train
1601,"Tons of flavor, high in Omega's and delicious. What more do you need from a walnut?!",X_train
1602,"I am so thankful that Amazon has these wonderful almonds! Our WalMarts used to carry them and made a big mistake discontinuing them. There are six people in my office alone that LOVE these Jalapeno almonds and we have looked everywhere for them! I hope we will always be able to find them here![[ASIN:B001EQ4QJK Blue Diamond Almonds, Bold Jalapeno Smokehouse, 6-Ounce Can (Pack of 6)]]",X_train
1603,"The problem with these candies which I love, is that somewhere in the process of production and shipping some of them melt and it becomes difficult to unwrap. Sometimes small little chips fall out during the unwrapping and the consumer being unaware of this, finds pieces sticking to clothing which are most difficult to remove. They stick like glue. Secondly, the espresso especially, never tastes the same as a previous order. Sometimes they have a wonderful, slightly strong espresso flavor,other times almost flavorless.<br />This is probably mostly the manufacturers fault. Do they change the recipe for making this stuff?<br />I think most of the complaint is with the manufacturer. Someone should let them know.",X_train
1604,"I have only been able to find this product at Sams club, but dont get there as often as I would like. I love Skinny POP!! It took awhile to get to me because the mailman wouldnt leave it at my door, thankfully I had a day off from work and was able to pick it up at the post office. I definitely will purchase this again :)",X_train
1605,"So glad I got these. They work perfectly with the Medela pump- I never use the Medela shields anymore, only these! Definitely recommend.",X_train
1606,"I bought these for my daughter because they're very hard to find in stores. She was thrilled! There's an excellent variety of flavors, and there are a LOT of lollipops in the box.",X_train
1607,this is the best tasting chai tea I have ever tasted I am very pleased with,X_train
1608,"Generally works very well. Doesn't keep all food from falling onto the baby's lap, but it keeps our counters clean. Depending on how the chair arms shift when you tighten the clamps, it can be a little hard to get it into place, but with a bit of fiddling, you can get it to fit.<br /><br />It does cause some pretty deep gouges in the plastic of the arms, but it's just cosmetic.",X_train
1609,"high quality, nice looking, good price and comfortable for the baby. I will buy more for my baby in the future.",X_train
1610,We gave these as a gift to friends who are new parents and they love them!  They are soft and cute.  We also got a pair for our own baby and they were perfect to protect herself from her razor sharp nails that needed to be trimmed often.  The mitts also end up protecting their little fingers when putting on sleeves and clothes.,X_train
1611,"My husband and I just put the stickers up in the nursery. Looks awesome. It looks like we painted it on. Additionally, the playful picture makes the room super cheery and bright. I love it.",X_train
1612,They have good grip but i was looking for something for my 3 year old that was deeper that can hold more food. These are going to be his play toys now. What a waste!,X_train
1613,"This is the perfect first baby doll for any little girl, or boy.  My new granddaughter loves it.  She was four months old at Christmas this year and this doll is just right for her now.  I know from past family experience with the First Years Eden dolls, that it will continue to be a favorite for years to come.  They are a very high quality product and worth the price.  It is soft, cushiony and has very well stitched seams all over.  With the past boy dolls our family has had, I know that it stands up to many years of machine washing and drying also.  The only part on this particular doll I'm not sure of yet because this style is new, is whether the bow, little satin neck trim and hair will be as resilient in the years to come.  I have high hopes that it will and have purchased them in the past and will again anytime a baby gift is needed.",X_train
1614,"These brushes are the best I've tried so far, particularly the nipple-cleaning brush, as it reaches all the way.  I tried every kind made, it seems, and these do the best job.  The foam hasn't torn or anything yet either.",X_train
1615,"I absolutely love my Baby Bjorn! It was my husbands idea to list this on our baby registry, and I'm so glad he did! It makes doing everyday tasks so much easier! Your hands are free and yet you are right there to interact with your baby instead of letting him/her just sit in a carrier or bouncer. Great for multi-tasking moms and dads!",X_train
1616,"I like the product. The ones I got straight from the UT were badly melted and stuck together so bad that I couldnt' get them separeted. The ones that came in a box from McVites here in the States were just fine. They work well, although they give me a bit of gas. However, I do like the effect and it does help digestgion.",X_train
1617,"These little candies are sweet and chewy, but there is a little ZIP in each one.  They are the perfect pick me up.  You are certain to become hooked after chewing just two.",X_train
1618,"These flanges helped me be able to pump more breastmilk. Better fit than the default ones that come with the pump. Not a great deal more, production wise, but enough to provide for the baby daily when I had to go back to work.",X_train
1619,"FANTASTIC!!!! Absolutely WONDERFUL quality for an even better price. This is by far the best coconut oil I have ever bought, and I have been buying it for years (way before it was &#34;a thing&#34;). Just excellent quality, very good clean taste, easy to access, overall an excellent buy that I plan on making again after this batch runs out!",X_train
1620,"Though I generally review entertainment products on Amazon I do occasionally review food products and after returned from the Fancy Food Show in New York , this product was sent to me by the manufacturer for an objective review.<br /><br />This was one of a number of products from the Back To the Roots brand. As they say on their label, they like to keep it simple. I was really impressed. The flavor I got \\""Blueberries, Almonds & Buckwheat\\"" is not on Amazon currently but I hope you'll have an idea of what to expect by my posting this review of that flavor. The FULL ingredients list for this product - at least the flavor I got)  is simply: Organic Buckwheat seeds, Organic Almonds, Organic Blueberries (freeze-dried). That's it! Nothing artificial or even the words \\""natural flavor).<br /><br />The product can be used a number of ways and I tried a few. I added some to the wonderful Stoneground flakes cereal that BTTR makes (see my review on Amazon) and they don't add a lot of calories and you get 3g of fiber per portion. The cereal itself gives you 5g of fiber. So together you get 8g of fiber and only 240 calories at most.<br /><br />I also added to plain nonfat yogurt to make a tasty- health snack. There are 80 calories and 2g of \\""healthy\\"" fat in one 3 tbsp. serving and the container has 8 servings (but I didn't need 3 tbsp for the yogurt - or, frankly, for the cereal.<br /><br />I had never heard of BTTR but- based on these two products, I like their philosophy as well as the products and I'm glad I found them.<br /><br />I hope you found this review both informative and helpful.<br /><br />Steve Ramm",X_train
1621,"This specific sunflower oil is really good. It is a bit of similarity with olive oil, as it smells and tastes, that is unusual, and it is wonderful with boiled potatoes (add green onions and dill weed), Mediterranean-style  salads, or for frying.",X_train
1622,"Let me say this first:  our family of 6 keeps a high protein, low carb diet, and we eat a lot of jerky each month ( avg 30 lbs).   We have tried a vast majority of jerky out there, and can tell a good jerky from bad.  I have no idea how can anyone leave this jerky a positive, not to mention gleaming review.   Must be the first time trying jerky.  FIRST:  there is NOTHING natural about this jerky.  Few noticed, but their packaging used to say \\""all natural\\"", but NO MORE, because they know it is not.  Now it says \\"" naturally hickory smoked\\"", or the like.   WHO CARES.   your jerky has so much cr_p in it that naturally smoking it makes no difference.  This jerky is full of salt.  this jerky is packed with MSG - and i mean PACKED!!!  This jerky is quite greasy. NOTE:  Bulk packaging ( 1 lb bags) are a bit better than smaller bags, and meat type in bulk bags is different.  YES< this company has absolutely zero consistency.  If you take 20 chunks out of a bulk bag, you will see that there are 4-5 different kinds of meats there.  some wil be moist and chewy, others will be nothing but rubber, some with thick tendons running through, and some are quite marbled.  Just when you find a piece to your liking - you are back searching for a lucky chunk again.  smaller bags, especially teriyaki is very greasy and has so much coating that you taste all the chemicals way before you get to meat flavor ( if you can call it that).     i'd give this jerky a 2 if there was meat consistency, but its a total crap shoot.   you can find LOTS of other - better tasting jerky in the same price range, here on amazon.   even the middle of the road obertos is much better than this stuff.  WILD RIDE JERKY IS A JOKE and IS GROSS.  Buy at your own risk, but know that you are buying a truly chemically processed and preserved jerky - full of MSG and 0ther additives.     OH, and those 1 lb cowboy stips bags?  Well,  there was exactly 10 oz of strips in a bag - rest was jerky shavings and bitsNpieces - similar to what oberto sells as bulk packages salad topper shavings of jerky - NO STRIPS!!!  we tried every flavor in their bulk=-packaged variety and this holds true for every single package.",X_train
1623,"THESE ARE SO HARD TO FIND, THEY AREN'T DOUR AT ALL, JUST THE RIGHT OF TANG. NOTHING LIKE THOSE SOUR WORMS THAT I CAN'T EAT. PACKED VERY GOOD & CAME QUICK, YES I WOULD GET AGAIN & RECOMMEND THEM/  I ALSO GOT THE BUBBLE GUM. REMINDED ME OF BAZZOOKA  GUM, I REMEMBER GROWING THEY WERE FIVE CENTS A PIECE.. IT'S SO GOOD",X_train
1624,Great product my wife loves crazy cups wonderful assortment a must have if your crazy about coffee I encourage you to buy this product you won't be disappointed .,X_train
1625,"I have many kawaii baby diapers and I love this print and got it as soon as I saw it was available. The new liner is so much softer and wicks away moisture very quickly, I am so happy with this new design! I recommend it highly versus the older kawaii baby diapers.",X_train
1626,"These pack well, are easy to clean, and the kids like them.  We have a different brand that has suction cups, which is nice for the phase when the kid wants to pick it up and toss it on the floor, but other that that these are better due to cost and packability.",X_train
1627,"For those of us who like the hint of spice in Earl Grey, this is a great product. Though decaffeinated, this tea has robust flavor and is very authentic. Its aroma starts the moment you steep it. I highly recommend it for those of you who want great tea and want it without caffein.",X_train
1628,"This coffee has been a favorite of ours, and we had difficulty finding it. the price and the quality were great",X_train
1629,"When I saw these at our local Target store I had to buy one. I purchased the stage 2 for my son who at that time was drinking from another bottle that supposedly had the same amount of flow. As soon as I started to feed him, I realized that it was coming out way too fast. He could barely gulp it down. Overall I have not had a problem with it leaking, but ever since he drank from this, and then got a tummy ache and threw up (from it coming out so fast)I have not used it.",X_train
1630,"I love this organic and gluten free cereal with milk, yogurt or just as a snack. Great to mix with cornflakes.",X_train
1631,"My 17 month old daughter has had her giraffe set since birth and she still loves them! One for the back pack, one for the crib and one in the wash! We give these sets as gifts to all of our friends with new babies!",X_train
1632,"Don't expect to walk away from the table with a full belly. This is a fun and novel product, but too expensive to use on a daily basis, it is more of a treat and makes an amusing gift.",X_train
1633,"Our 3 year old is starting pre-school and wanted a backpack like her older sister.  This one is the perfect size for her.  Just big enough to carry some books and doo-dads to class without pulling her over backwards or seeing her get swallowed by the straps.  Build quality is pretty decent, it'll make it the two years she'll be vaguely interested in Toy Story.  Btw, this seems to be mostly a Toy Story 1 themed backpack, none of the bigger characters for 2 or 3 are represented and the Buzz on the back isn't one of those shifty 3D images, it just flat and static.  Some of the Toy Story 3 backpacks have Buzz on the back like that so I thought I'd mention it.",X_train
1634,"THESE TASTE SOOOO GOOD. alittle less chewy than a starburst candy, flavoring is like a mix of coconut water and melon juice DEFINITELY recommended. Arrived in three weeks",X_train
1635,"These are the best breath mints I've found.  I like them because they don't leave a weird aftertaste like Altoids do for me.  At first I was a little worried the xylitol would not work for me because I have gut issues and sugar alcohols are not recommended for people with SIBO and IBS.  The small amount of xylitol in these mints does not cause me any digestive problems, however.  So happy to have found a mint that freshens your mouth and does not leave a bad aftertaste from the use of sugar!",X_train
1636,This mobile attaches pretty well to our Graco car seat. I like that it has a lot of adjustment points. He's strong enough now that he just pulls it to him and plays with it. His older siblings like to tinker with it too when they sit next to him. It doesn't make a lot of noise so it's not annoying and it keeps him well entertained.,X_train
1637,My sister said she liked this baby monitor and I'm glad I listened!  You can have it on full time or set it to a voice activated setting.  It is worth more than I paid for it!,X_train
1638,"Love this.  Much cuter than ones I've seen in the stores.  A little too big at first for her, but she is almost 5 months now and has plenty of room still to wear it.  Soft and comfortable.",X_train
1639,Don't let the age indicator guide you.  This size is perfect for 18+ month olds. My 3 year old granddaughter loves these.  I keep a couple at my house 'just in case'.,X_train
1640,"I've been using this as extra insert for my son's tots bots easy fit for night time. He's still a month old so I have to change his diaper a lot. But since I started using this I don't have to change his diaper often at night. It holds well, I don't really have leak problem. I may have to order more sets in the future!",X_train
1641,"This was the first time I tried this particular brand of coffee! I was not disappointed.  It is a rich, mellow roast and I will most certainly order it the next time!",X_train
1642,I love this thing! No one realizes it's a teething ring because it actually looks like a stone. I'm thinking of getting a couple more in different colors or styles.,X_train
1643,I wanted something more than a 4oz bottle since my son was outgrowing the smaller bottle and I found this online (could not find it in a brick and mortar store I normally visit). Excellent quality as expected from Evenflo.,X_train
1644,"If you like tea, licorice and or mint then you are in for a flavorful experience. The taste is fantastic, the price is exceptional and the quantity for price is much cheaper than the local stores.  You just want to sit back and go mmmmmm yum",X_train
1645,Wife loves it for our coffee or tea. And that one night I forgot to pickup milk it came in handy. I will say it tastes better cold than warm,X_train
1646,"Bought this tea at TJ Max a few years ago loved it, couldnt find it there when i was out so of course i went to amazon and yay it was there. It has a hint of blueberry which i love not over powering like some flavored tea's highly recommend!",X_train
1647,I would recommend this product...company was very helpful when I called to inquire about it.  Exactly as expected at a great price.,X_train
1648,"If you love a plain seltzer without lots of fuss, this one is clean tasting and has great fizz. The cans are sturdy enough to travel well and mine arrived perfectly intact. A keeper.",X_train
1649,"this make it very easy to buy baby food, the local mega mart doesnt have much of a organic selection.  and the baby loves it!",X_train
1650,"We just got the joovy playpen (black)  i read the comments about the smell but still we went ahead and bought it becuase of the size, we have a big baby 30 inches tall @ 6months :-) I tried airing it out for 2 days but the whole house smelled like a barn:( I was nauseous from the smell let alone put my baby in it!! Anyway called customer service today and they are sending me another one, the process was very simple if you have the same problem they will send you another one ASAP don't wait for the smell to go away. I'll update if the new one didn't smell:-)",X_train
1651,These beads have very jagged edges too sharp to put on  babies' neck or any other body part! didn't seem to work at all comparing it to others purchased,X_train
1652,"Love this product. With my first child I used a cheaper, inferior pram caddy product - my coffee spilt every time in the small cup holders because the straps holding it to the pram were flimsy and the caddy swung and moved with the pram. With the arrival of baby number 2, I have been looking for something more substantial and the StarPack Stroller Mate is perfect.<br /><br />I love how sturdy it it when it attaches to the pram. And I am yet to spill a drink.<br /><br />The amount of storage is amazing - plenty of room for two drinks, wallet, keys, phone, snacks and nappies.<br /><br />The detachable purse is really handy too. Often I've found myself wheeling the whole pram around the playground to keep my valuables close-by, but the detachable purse means I can just zip off the section with my money, keys and phone.<br /><br />I have recommended this product to the mums in my mothers group, and it would also make a great present for mums because of its flexible design (meaning it can attach to almost any type of pram without being on an angle).<br /><br />Overall, it is a great design and has been manufactured to a high standard (much much higher than my old one) and is great value for money.<br />Thanks again!",X_train
1653,"I have been using the blanched almond flour from Honeyville, but what I don't like about that brand is that it feels more grainy and granular when used – it just isn't finely ground enough to pass as a flour in recipes. So I was absolutely delighted when this brand sent me a bag of their almond flour to test, and I opened it up to find that it has a much finer texture than Honeyville. It really feels fluffy and light, like a real flour, unlike almost every brand I've tried in the past. Having a blanched flour in a fine grain like this is a godsend when making paleo pancakes, cookies, and coatings over baked chicken. I will absolutely continue to purchase this brand now that I've discovered it. It also has a particularly fresh flavor in comparison to other brands I've purchased. It has that wonderful nutty fresh almond flavor, and I'm even considering trying to make marzipan or something with it, because I'm inspired by the flavor.",X_train
1654,"I like it, but I wish it had latch hooks so that when it's not in use it won't become a projectile should we ever have an accident.",X_train
1655,Just used this for the first time and was pleasantly surprised at the light but moist and well formed results!,X_train
1656,"Perfect attachment for my mountain buggy pram which lacks nooks and crannies for stashing your things. Holds my morning coffee with sturdy Velcro straps, pockets for keys, wallets, phone, even for nappy wallet and wipes. Love it :)",X_train
1657,"We started with Avent bottle such a waste of time and money.Our baby had such a hard time with colic, but once we switched to the Dr. Browns it was almost night and day. It was just funny because the bottles were about the same size a she was.",X_train
1658,very strong smoke taste - little goes a long way. Like it in chilli and on pork chops.,X_train
1659,They have a hole in the nipple that results in baby swallowing a ton of air.  Not sure why it was designed that way but i am definitely not using this product.  I would not recommend it.,X_train
1660,"I absolutely love this bag!  I have it in the pewter which looks much nicer than the black and goes with anything.  It's held up very nicely over the past year.  There have been no problems with it at all, no tears, snags, or anything of sorts.  It looks good and no one would ever think that it's a diaper bag.  I've gotten compliments before from younger girls in their 20's who like this style.  When I tell them it's a diaper bag they immediately ask the brand and say they'll keep it in mind for later :)<br /><br />When I first had my baby, I got the Charlie II bag and back then being a first time mom who carried a pump and everything else daily, the bag was good and served the purpose but it wasn't very good looking and parts started falling apart very quickly.<br /><br />When my daughter got a little older and I didn't need to carry so much stuff - plus I had gotten a handle on being a mom - I switched to this bag.  It's perfect for when you're out of the newborn stage and need to carry less.  Plus the ability to wear it around you frees up your hands which we all know is a must once your little once becomes mobile.<br /><br />I'm still using it now and my daughter is 2.  It's perfect if I just want to put a diaper in the bag with some wipes and a cream.  Plus I've always loved having a purse with many compartments so I can keep things organized so it works perfectly as a regular bag.<br /><br />In fact, you really don't need to have a baby to use this bag :)",X_train
1661,"Good pricing, nice that it comes in a jar. The corned beef I made with a little of it was exceptionally good, much better than that at the supermarket.",X_train
1662,This along with the mutli-function caterpillar are great additions for our baby's toy closet.  She loves this and the other equally.,X_train
1663,"I bought this for a girlfriend who just had her 2nd.  Not sure if she's used it yet, but I really like it.  Definitely usable!  Wish they had these when my two were little!",X_train
1664,This is very good ground cinnamon at a very good price.  Very pungent and strong.  Excellent in Mexican cocoa and baked apples.,X_train
1665,I love it! I bought these for my son's daycare to put his soiled clothes and sheets in. They were always sending it hom ein a plastic bag. They are small. Think a little smaller than the size of a cloth shoe bag. It'll comfortably fit his toddler sheets or one set of clothes.  They'd be perfect too for cloth pads when you are traveling.,X_train
1666,"This is the first time I've tried CHAI tea and I really enjoyed the flavor so I believe this is a good brand to try.  At least, I would recommend it, although not an expert on CHAI tea.",X_train
1667,"gritty with a sour sweet taste and turns to powder instead of melting in your mouth.  Ingredients are powdered milk and oil, does not contain cocoa butter.  Go with guittard choc au lait chips, they are smooth and rich and contain cocoa butter.",X_train
1668,IT WAS A GIFT AND<br />THEY LOVED IT AND I DID TOO!<br />A LOT OF STUFF FOR A GREAT PRICE!,X_train
1669,"I cannot find this product anywhere in the Memphis, TN area.  I've had this drink mix several times before from another company but they no longer carry it.  I would have given 5 stars but I think this mix had been stored somewhere that moisture might have comprised the granular quality.  It is slightly 'caked' and not as fresh as I would like although the expiration date is OK.",X_train
1670,"Maybe it's our nozzle, maybe it's the product.  As soon as we put this on the nozzle and the baby (17 months) tries to pull it off, it's just another tub toy.  It defeats the purpose.",X_train
1671,"VERY SATISFIED ,Delivery was on time ,and my Daughter loves  her Michael Kors baby bag .Thank you .",X_train
1672,"When I was searching for a mobile for my twins, this one had everything I was looking for, and they loved it!  We used it every night and at naptime. The nighttime light show is great, and for the parents the remote control is very handy for \\""repeats\\"" without going all the way into the room.  The crickets tune seemed to really soothe my kids.  They also liked the different little creatures, especially the butterfly with crinkly wings.  We used this mobile until my son started pulling himself up in the crib.  (While you can use the music portion and remove the canopy, we'd received a crib cd player and used that for music instead.)",X_train
1673,I had been searching for Oolong tea and couldn't find it in my area. They even included a gift.  I will definitely order again:)  Thanks for having this product available!,X_train
1674,Love this ! It has sturdy attachment straps both upper and lower and is very well made .,X_train
1675,"Have to say I like the Blood Orange better, but that's not to say the Cherry is not good. I also like the Honey. Wonderful to find a good, flavorful candy with no chemicals or dyes.",X_train
1676,"I ordered this bassinet for a relative's baby shower; happy to say she loved the bassinet.  We were all suprised at how well made it was, and that it had all the little extra's like the music module, night light and a storage mesh. It was easy to assemble out of the box and appeared to have cost way more than I paid for it. The item arrived promptly on the date promised; we were all pleased since the baby arrived on the same day.<br />C. Hannon",X_train
1677,"I really like this popcorn, so I gave it 5 stars.<br /><br />However, the product Amazon is shipping is only a few months away from the \\""Best By\\"" date code.  In fact, it's the same date code as the box sold from Amazon Warehouse Deals, and that sells for nine dollars less.  I should have gone with that, instead.<br /><br />Now I understand date codes are usually just a suggestion and the product is still good for a reasonable time after that date, but it does provide a pretty good indication of when the product was \\""made\\"" and packed.  I feel like Amazon should be shipping fresher product for this premium price over their own Warehouse Deals - which seems to come from the same crate in their warehouse.",X_train
1678,"Crunchy & tasty.  It's a granola bar, not an fancy widget... not much to say other than they are:   - tasty  - there's lots of crunch  - variety pack gives you 3 delicious flavors.    It's a nice snack to tide you over until the next meal.  Try dipping them in vanilla yogurt as you eat 'em for a delicious change.  Or try eating the Peanut Butter granola bars with carrot sticks and/or celery sticks.",X_train
1679,"This has worked out really well for us.  The little light is clutch!  We wait until our son falls asleep after feeding, then clip a few nails at a time.",X_train
1680,"I know some have bashed the price on this, but I think it's a great deal. Ranch packets at the store generally cost over $1 per packet and unless you divide up the contents, its harder to control how much based on the amount of ranch dressing or dip needed.<br />I make all my own ranch dressings since pretty much every kind in the grocery store aisle is loaded w/ vegetable oils and sugar/corn syrup. I make 1-1.5 cups of mayo w/ egg yolks and olive oil, then add a 2-3Tb of this stuff and another 1-1.5 cups of milk and we have enough ranch dressing for the week.",X_train
1681,Great in smoothies for protein boost! No added flavor. Not sure why container is twice as big and same amount as gelatin.,X_train
1682,"I have 2 of these racks. They work great for Dr. Brown bottles. The straw holders hold the blue air valve of the Dr. Brown bottles perfect. The only reason why I did not give 5 stars is because I felt the need to drill holes to allow the water to drain. I know in the description of the rack, they state they made it without holes so the counter would not get wet, but I'd rather the water drain out than build up in the base of the rack. I hang mine over the edge of the sink so the water drains into sink.",X_train
1683,"I have had these chips before.  I love super hot foods, and this is probably number on on the richter scale.",X_train
1684,"Good knee pads. A little tight on the thighs but they do what they're supposed to do, protect the knees.",X_train
1685,I bought this because it was an amazon<br />Best Buy but it works way better than we expected and the price is great,X_train
1686,It is a very healthy cereal with 7g of fiber per cup! I eat 2C at breakfast and I am full until lunch time. And depending on how much and what kind of milk you use it comes to 240 cal per 1C. It is shipped to us and costs half the price that we would pay at our health food store. Try some you'll love it!!,X_train
1687,"A decent cheap, standard granola. It didn't amaze me, but it didn't cost much either. I enjoyed eating it with full fat yogurt (and sometimes blackberries).",X_train
1688,"French Crystal Creams   I used to look forward to French creams every Christmas. Nothing compares now, except those I ordered from Amazon.  They were crystal sugar crackly on the outside and creamy on the inside.  I enjoyed the treat.  Just like old times!",X_train
1689,I sent this to a close friend and she and her mother were well satisfied with the taste and quality of the variety of the goodies received. They absolutely loved it. She said all of it was fantastic.,X_train
1690,"I absolutely love these inserts. They're thin and very absorbent. We use Fuzzibunz one size diapers (before their 2014 remodeling). They fit in the diaper great. When our baby was around 14 months she became a heavy wetter, and we kept having problems with leaking with the microfiber inserts. We use one of these inserts with one of the fuzzibunz microfiber inserts. Compression leaks (from sitting in the car seat, high chair, etc. for extended periods of time) are gone. Our daughter can easily wear a diaper for up to 5 hours at a time. I just wash them (after the initial prepping) along with my cloth diapers and hang dry. We use Rockin Green Detergent. We've been using them for a couple months now. Still work great and look great. We will be ordering more.",X_train
1691,"I think that Beech-Nut Organic Stage 2 Purees - Just Apple, Raspberry & Avocado are great! The color and its amazingly smooth but not runny texture had my baby eating every drop. With it only being pure fruits and veggies with no additives or preservatives I have no problem feeding it to my baby. I also give it a try myself before I feed it to my baby, I can tell 80% of the time if shes going to like it or not. The taste was pretty good, better than most baby foods that I've tried. It also made me feel like a great mom while feeding it to my baby. I've never known a brand so pure and healthy! Best of all I received free by being a bzzagent! I will continually buy this brand from here on out! #GotASample",X_train
1692,Great iced tea. Very convenient and easy to use. Taste delicious. I would highly recommend.,X_train
1693,"All of my kids (even the ones that didn't like syrup) love this product. I normally skip syrup and use PB and Jam but now I use the syrup because it has so much authentic flavor. Also, doesn't make me shaky...",X_train
1694,IF YOU ORDER THIS ITEM YOU WILL BE GETTING ENOUGH FILTERS TO LAST YOU THRU THE NEXT CENTURY.  ORDER WISELY!!!!!!!!!!!!!!!!,X_train
1695,"I like this product.  I have a small amount of prescribed pills that I take in the morning, which includes the vitamin D.  The chewable vitamin D tastes good and I am more apt to take the vitamin as prescribed than not.",X_train
1696,"We first spotted Kusmi Tea wandering through Paris, where Kusmi shops seem to occupy every Arrondissement. The packaging is wonderful, the tea is delightful. And while every sip reminds us of Paris, it will probably remind you of your own wonderful somewhere.",X_train
1697,I absolutely love this dressing table and wish I had used it for my first child. It's awesome to hide the diaper genie and get those diapers out of sight. I love the design and found it fairly simple to assemble. The directions were clear and easy to understand. I've used it now for over a year and it is like new--very sturdy and in great shape. I would highly recommend this to anyone's nursery.,X_train
1698,"1 yr old Grandson loves this formula. He has always had a somewhat sensitive tummy, and this formula gives him no problems...like constipation.",X_train
1699,"I love Jif and always want to have peanut butter available.  Sometimes I just don't feel like making a meal because I am too tired.  Sometimes I want to have a healthy snack, and lately my favorite is peanut butter on celery stalks.  I don't know what I would do without Jif right now.  Getting it on Amazon saves me the weight in carrying it in my groceries.",X_train
